"Phrase, Frequency"
"NEPHI ALSO TESTIFIED,1"
"NOW THE LAMANITES WERE,1"
"AMEN NOW I,2"
"OR WHAT MAN IS THERE,1"
"YEA AND REGULATIONS WERE MADE,1"
"AND FOUR,2"
"BEHOLD DO YE,1"
"AND NOW AFTER ALL THESE,1"
"THOU HYPOCRITE FIRST CAST,1"
"NOW WHEN AMMON HAD SAID,3"
"AND NOW BECAUSE I AM,1"
"PREPARE YOUR SOULS FOR THAT,1"
"AND WHEN AMULEK SAW,1"
"NEVERTHELESS IN THIS I,1"
"THOU MAYEST,1"
"WHEREFORE IT SPEAKETH,1"
"AND I JACOB SAW,1"
"NOW THOSE WHO WERE IN,1"
"AND HE ALSO DECLARED,1"
"AND HE BAPTIZED,1"
"THEREFORE MORIANTON PUT IT,1"
"WRITTEN BY WAY,1"
"NEVERTHELESS THEY CAUSED THAT,1"
"REMEMBER THE GREATNESS OF,1"
"O LORD MY,1"
"BEHOLD MY VOICE,1"
"AND HELAMAN DIED,1"
"THEREFORE HAVE I SET,1"
"AND WE HAVE AN,1"
"AND THUS IT CAME,1"
"AND THEY BEGAN TO QUESTION,1"
"THAT YOUR GARMENTS HAVE BEEN,1"
"AND MADE THE,1"
"MINE HAND HATH ALSO,1"
"NOW THIS DID PLEASE KISHKUMEN,1"
"NOW ALL THIS,1"
"FOR THE ATONEMENT,1"
"AND HE SELECTED A WISE,1"
"THEREFORE GIVE HEED TO MY,1"
"AND AGAIN I ASK,1"
"AND HE ANSWERED AND,2"
"BUT BEHOLD LAMAN,2"
"WHEREFORE LAMAN,1"
"FOR BEHOLD THE DAY COMETH,1"
"NOW THE SERVANTS OF,2"
"FOR BEHOLD SAITH THE LAMB,1"
"AND WHEN THE ARMIES OF,1"
"BEHOLD I AM LABORING,1"
"BUT THIS CANNOT,1"
"AND BEHOLD MANY DID,1"
"AND THE FATHER HATH COMMANDED,1"
"NOW THE MORE,1"
"WHEREFORE HE SHALL BRING FORTH,1"
"NEVERTHELESS I WILL GRANT TO,1"
"AND BEHOLD THERE SHALL A,1"
"AND THERE WERE GREAT,1"
"WHEREFORE ALL THINGS MUST NEEDS,1"
"AND COM,2"
"AND IN THAT,9"
"NEVERTHELESS JACOB MY,1"
"AND NEPHI DID CRY,1"
"AND AGAIN HE SAITH THOU,1"
"AND THIS WAS THEIR,1"
"AND THEY WOULD NOT,1"
"O YE FAIR,2"
"AND NOW THERE BEGAN,1"
"BUT BEHOLD GREAT HAS,1"
"YEA LORD,1"
"YEA WHY DO YE,1"
"AND HE SUPPOSED ME TO,1"
"YEA THE FIR,1"
"AND NO ONE,1"
"AND ALMA SAID,5"
"THUS DID,1"
"AND THE BATTLE COMMENCED IN,1"
"AND THE EARTH DID CLEAVE,1"
"BUT I DO NOT,1"
"BUT BEHOLD THERE WERE NO,1"
"NOW THE KING SAID,1"
"FOR THERE WAS ONE,1"
"AND AARON SAID UNTO HIM,1"
"BUT IF THE,1"
"THOU ART BLESSED,1"
"AND IF THEY,4"
"IN A LITTLE,1"
"AND THE LORD SAW FIT,1"
"AMMON ANSWERED AND SAID UNTO,1"
"THE SOUL SHALL BE,1"
"AND BEHOLD THE PEOPLE DID,1"
"AND SETH WAS THE,1"
"AMEN BEHOLD I MORONI DO,1"
"SUFFER NOT YOURSELF TO,1"
"TAKE THOU THE BRANCHES OF,1"
"IF HE HATH REPENTED,1"
"O THAT YE WOULD AWAKE,1"
"BUT LAMONI,1"
"AND SECONDLY HE DOTH REQUIRE,1"
"AND BECAUSE THOU HAST SEEN,1"
"AND BEHOLD THERE WERE DIVERS,1"
"AND WE WERE TO MARCH,1"
"YEA WE HAVE HID,1"
"BRING THEM HITHER AND,1"
"AND BEHOLD NOW,6"
"AND WHEN SHE HAD,1"
"THEREFORE WHAT,3"
"YEA WHY SHOULD I GIVE,1"
"YEA EVEN SIX HUNDRED YEARS,1"
"NOW THE PEOPLE WHICH,1"
"YEA AND THEY ALSO,3"
"BUT BLESSED ARE THEY WHO,1"
"FOR WITH WHAT JUDGMENT YE,1"
"AND HE DESIRED OF LABAN,1"
"AND I NEPHI SAID,1"
"NOW AMMON SAID UNTO HIM,1"
"WHAT SHALL THEN ANSWER THE,1"
"SHALL THE,2"
"YEA VERILY VERILY,1"
"NOW IF A MAN OWED,1"
"FOR HE IS THE SAME,1"
"AND HE REIGNED OVER,1"
"YEA AND WHO CAN,1"
"AND IT SHALL COME,41"
"AND THEY WERE LED BY,1"
"REMEMBER WHEN,1"
"AND KORIHOR DID GO ABOUT,1"
"AND WHATSOEVER THING PERSUADETH MEN,1"
"AND MAY GOD GRANT THAT,1"
"THE LORD WARNS,2"
"AND THEN SHALL GREATER FEAR,1"
"NOW THEREFORE,1"
"AND NOW BEHOLD AND,1"
"AND IF THERE WERE,2"
"NOW THEY DID NOT SUPPOSE,1"
"AND THE IDOLS HE,1"
"AND THEY WENT FORTH WHITHERSOEVER,1"
"BUT NOW YE BEHOLD THAT,1"
"AND I WOULD MY BRETHREN,1"
"WE WOULD NOT,2"
"AND THIS THEY DID,1"
"NOW ZEEZROM SAID UNTO,2"
"THEREFORE MY SON SEE THAT,1"
"I KNOW THAT THE,1"
"AND MANY GREAT DESTRUCTIONS,1"
"AND I NEPHI HAD ALSO,1"
"BELIEVEST THOU THAT THERE IS,1"
"AND NOW THE SPIRIT,2"
"NOW THE EYES,1"
"YEA THE PROPHET ZENOS DID,1"
"THEREFORE WHOSOEVER DESIRED TO WORSHIP,1"
"THEN THEY,1"
"ADAM FELL,1"
"AND THE MESSIAH COMETH IN,1"
"AND WHAT THANK THEY,1"
"THEIR HAND SHALL BE,1"
"AND THEIR HEARTS WERE,1"
"THOU FOOL THAT SHALL,1"
"AND WHOSOEVER SHALL,1"
"AND WHY SHOULD I,1"
"AND THEY WHO WERE,1"
"FOR IT WAS THE CAUSE,1"
"BEHOLD OUR FATHER JACOB,1"
"NOW HIS,1"
"THE WHOLE EARTH IS AT,1"
"THESE ARE,2"
"NOW MORONI WHEN,1"
"FOR I SAY,2"
"FOR HE KNEW THAT,1"
"THEREFORE REPENT AND,1"
"BUT BEHOLD THIS WAS NOT,1"
"AND AGAIN BEHOLD,1"
"FOR BEHOLD WE ARE IN,1"
"AND NOW I WILL,3"
"YEA EVEN AT THE,1"
"AND THE LORD SAID GO,1"
"SHAKE OFF THE,1"
"BEHOLD OUR INIQUITIES ARE GREAT,1"
"AND THUS WE SEE,15"
"AND I AM FILLED WITH,1"
"NOW THE KING,5"
"YE CANNOT SUPPOSE,1"
"AND HIS HAND IS STRETCHED,1"
"THUS WE WILL DEPART,1"
"AND THERE WAS ONE DAY,1"
"THEN SHALT THOU SAY IN,1"
"AND HE AROSE AND STOOD,1"
"BUT UNTO YOU THAT,1"
"OF THE INCREASE OF GOVERNMENT,1"
"YEA BLESSED,4"
"AND NOW WHEN LAMONI,1"
"AND IN THAT DAY WILL,1"
"AND WHERE WILL YE LEAVE,1"
"PERHAPS THOU,1"
"AND NOW BEHOLD ARE,1"
"O MY PEOPLE THEY,1"
"YEA SAY,1"
"OR OTHERWISE CAN,1"
"AND WHEN YE SHALL SEE,1"
"AND THEY ENTERED INTO A,1"
"AND I MORMON WROTE AN,1"
"BEHOLD O MY,2"
"WO UNTO THE BLIND THAT,1"
"THEY ARE RAISED TO,1"
"AND AS I HAVE,1"
"AND WHEN THE PRIESTS,1"
"THEREFORE REPENT ALL,1"
"IN WHOM,1"
"AND NOW BLESSED,1"
"AND HE WAS ONLY TWENTY,1"
"AWAKE AWAKE PUT ON STRENGTH,1"
"AND MANY MORE THINGS,3"
"AND ZERAHEMNAH,1"
"REMEMBER YE THE LAW OF,1"
"NOW MORONI BEING A,1"
"BEHOLD NOW I SAY UNTO,1"
"SIX DAYS,1"
"BEHOLD FOR YOUR INIQUITIES HAVE,1"
"WHY DO YE COMMIT,1"
"SIX DAYS SHALT THOU LABOR,1"
"AND IN THE,24"
"NEVERTHELESS I KNOW THAT,1"
"BEHOLD THIS IS,6"
"AND THIS LAND SHALL,1"
"BUT AS THE LORD,1"
"FOR BEHOLD THEY REMEMBERED,1"
"AND NOW THE NAME,1"
"BEHOLD DOTH HE CRY,1"
"NEVERTHELESS THEY CAUSED THAT NEPHI,1"
"AND WO UNTO HIM TO,1"
"MY GOD,1"
"NOW FROM THIS STAND THEY,1"
"WHEREFORE A COMMANDMENT I,1"
"BEHOLD YE SAY THAT I,1"
"KNOW YE NOT THAT THE,2"
"AND THEY DID WAX STRONG,1"
"UPON THE OTHER PLATES SHOULD,1"
"AND THUS I HAVE SPOKEN,1"
"THERE IS,2"
"AND SHULE WAS THE SON,1"
"AND THE LORD WARNED OMER,1"
"THE RECORD OF ZENIFF,1"
"AND THE REMAINDER DID FLEE,1"
"WHEREFORE TAKE HEED MY BELOVED,1"
"AND NOW WHEN MY FATHER,1"
"AND BEHOLD ACCORDING TO THE,1"
"AND HE WAS A YOUNG,1"
"AND WE MULTIPLIED EXCEEDINGLY,1"
"WHEREFORE IT MUST NEEDS,3"
"BEHOLD I HAVE DECLARED THE,1"
"NOW HOW,1"
"NONE SHALL SLUMBER,1"
"AND NINE YEARS HAD,1"
"AND THEY DID REJOICE,1"
"THEREFORE THEY DID ABANDON,1"
"WITH ARROWS AND WITH,1"
"AND WHEN HE SHALL,1"
"YEA BLESSED IS THE NAME,1"
"THEREFORE WHATSOEVER YE SHALL DO,1"
"AND I AM SENT FROM,1"
"BUT WHEN YE PRAY USE,1"
"AND EMER,2"
"AND THUS ENDED THE FOURTEENTH,1"
"AND NOW I COME,1"
"THE INTERPRETATION THEREOF BY,1"
"NOW IF IT HAD,1"
"AND THE LORD PROVIDED,1"
"GOD THREATENS THE PEOPLE OF,1"
"NOW LEHI,1"
"YEA SHE,1"
"BUT BEHOLD THIS LAND,1"
"NEVERTHELESS THE,12"
"AND IN THE EIGHTY AND,3"
"AND HE APPOINTED,1"
"AND THUS AMMON WAS CARRIED,1"
"YEA I KNOW,3"
"O BLESSED GOD HAVE MERCY,1"
"I SAID,2"
"AND AS I PARTOOK OF,1"
"AND THEY DID HAVE,1"
"O MY SON DO,1"
"THE,63"
"THEREFORE WHATSOEVER,1"
"AND MY BROTHER JACOB ALSO,1"
"AND BEHOLD THE MULTITUDE WAS,1"
"BUT AS OFT AS THEY,1"
"BEHOLD BECAUSE,1"
"AND ALSO MY SOUL,1"
"NOW HAVE WE,1"
"MY FATHER HATH,1"
"NOW BEHOLD I WILL SHOW,1"
"THEY ROB,1"
"THY,8"
"FOR YE SHALL NOT GO,1"
"NAY YE CANNOT SAY,1"
"WO BE UNTO THE,1"
"AND LO HE COMETH UNTO,1"
"AND CORIHOR REPENTED OF,1"
"AND WHATSOEVER NATION SHALL,1"
"AND NOW THESE ARE,5"
"AND VERILY I SAY,4"
"NOW THE SPIRIT KNOWETH,1"
"FOR BEHOLD ANGELS,1"
"O YE WICKED,3"
"BEHOLD YE SAY,1"
"WHY SHOULD I DESIRE,1"
"AND NOW SEEING YE KNOW,1"
"BUT BEHOLD THIS MY,1"
"AND I LOOKED TO BEHOLD,1"
"AND WHEN THOU PRAYEST,1"
"COME MY,1"
"AND THE PEOPLE SHALL TAKE,1"
"BEHOLD HE BRINGETH TO,1"
"YEA THIS BRINGETH ABOUT,1"
"THEREFORE THERE WERE,1"
"WHILE ON THE,1"
"YE HAVE BROKEN THE,1"
"NOW I ASK IS,1"
"WHEREFORE AS I,1"
"YEA THEY COULD,1"
"WHEREFORE O YE GENTILES IT,1"
"AND A PROPHET OF,1"
"YEA YOUR KNOWLEDGE,1"
"AND THEY DID COMMIT MURDER,1"
"OR WHEREWITHAL,1"
"AND WITH RIGHTEOUSNESS SHALL THE,1"
"WO BE UNTO THEM,1"
"FOR BEHOLD THE PROMISES,2"
"FOR AS I SAID UNTO,1"
"FOR I HAVE,1"
"AND NEPHI DID CRY UNTO,1"
"AND THEY ALSO BEGAN,2"
"YET MY BRETHREN I,1"
"AND THEY BROUGHT THEIR,1"
"AND I SHRUNK,1"
"AND IN THE NAME,1"
"AND BEHOLD IT WILL BECOME,1"
"AND HE HATH POWER GIVEN,1"
"AND THUS THREE,1"
"AND NOW I NEPHI SPEAK,1"
"BEHOLD HE WAS A MAN,1"
"AND AT,4"
"AND BEHOLD THEY SHALL,2"
"AND EVEN IF IT WERE,1"
"AND AS,42"
"AND AN,4"
"WHY DO YE NOT,1"
"WHEREFORE BECAUSE OF THEIR INIQUITIES,1"
"AND MORONI PERCEIVING,1"
"LET YOUR,1"
"THEREFORE HE RETAINED ALL HIS,1"
"WILT THOU MAKE MY PATH,1"
"AND SHULE WAS,1"
"AND AGAIN I SPEAK,1"
"KNOWEST THOU THAT,1"
"WHEREFORE HE HAS GIVEN,1"
"BEHOLD WE ARE SURROUNDED,1"
"BEHOLD HE LOVED OUR FATHERS,1"
"AND HE SURELY,1"
"AND NOW IF GOD,1"
"AND THUS IN THEIR,1"
"YEA HE SAID,1"
"AND WHOSOEVER SHALL SAY TO,1"
"BUT BEHOLD THIS IS,4"
"AND THE ESTABLISHMENT,1"
"AND THEY TOOK THEIR,2"
"BUT BEHOLD I HAVE OBTAINED,1"
"THEREFORE HE WENT IN,1"
"YEA WO UNTO HIM THAT,1"
"AND IT MUST,1"
"NEVERTHELESS HE CRIED AGAIN SAYING,1"
"NOW THESE ARE THE CIRCUMSTANCES,1"
"NOW THERE WERE MANY OF,2"
"THEREFORE BEHOLD,1"
"WHEN THEY ARE LEARNED THEY,1"
"FOR BEHOLD FOR,1"
"AND I TAKE MINE,1"
"BUT BEHOLD THAT WHICH IS,1"
"AND BY,5"
"AND SO IT WAS DONE,1"
"AND NO UNCLEAN THING,1"
"BEHOLD THE WAY,1"
"THEIR SUFFERINGS AND,1"
"AND THEY REHEARSED UNTO ME,1"
"NOW BEHOLD MY SON I,1"
"AND THUS MY BRETHREN,1"
"FOR BEHOLD AFTER,2"
"AND AGAIN THE LORD,3"
"WHEREFORE YE MAY,1"
"AND BEHOLD THE LAMANITES,1"
"AND BECAUSE HE SAID,1"
"BUT BEHOLD THIS DID,1"
"FOR BEHOLD THEY DO STUDY,1"
"AND HAS HE SUFFERED THAT,1"
"O YE POLLUTIONS,1"
"AND WHOSO RECEIVETH,1"
"THEREFORE GO FORTH UNTO,1"
"AND IT MEANETH THAT THE,1"
"YET THOU SHALT BE BROUGHT,1"
"BUT THE KING SAID UNTO,2"
"NOW THEY DURST NOT,3"
"YEA CURSED IS,1"
"AND THUS THEY WERE,5"
"WHEREFORE MY BRETHREN I,1"
"THEREFORE IT CAME TO,4"
"AFTER MY,1"
"THAT,3"
"FOR BEHOLD THEY WOULD,2"
"AND THUS THEY WENT,1"
"NOW BEHOLD THESE ROBBERS,1"
"NOW THIS IS THE VALUE,1"
"AND HE COMMANDED THEM,6"
"AND THE LORD PROVIDED FOR,1"
"AND THERE WILL,2"
"WE WOULD NOT SHED THE,2"
"BEHOLD I,123"
"AND HE BEING CONCEALED FOR,1"
"BEHOLD I AM THE LIGHT,2"
"AND ALSO WE SHALL,1"
"BEHOLD O,8"
"I WOULD NOT,1"
"FOR I PERCEIVE,2"
"AND FROM THAT TIME,1"
"THEREFORE WHAT WILL YE THAT,1"
"AND HE PROPHESIED CONCERNING,1"
"BUT BEHOLD THE LORD HATH,1"
"FOR SHOULD THE,1"
"AND HE HAD CAUSED,1"
"AND THE HAND OF PROVIDENCE,1"
"AND I WILL NOT,2"
"THEREFORE LET US GLORY YEA,1"
"O BE WISE,1"
"YEA AND IT BRINGETH,1"
"BUT HAD THEY AWAKENED THE,1"
"NOW IF A MAN,3"
"AMEN BEHOLD I MORONI,1"
"THEREFORE I WILL BE YOUR,1"
"AND NOW BLESSED ART THOU,1"
"AN EPISTLE OF MY FATHER,1"
"AND THEY HAD POWER,1"
"NOW THESE ARE NOT ALL,1"
"AND EVERY TRIBE DID,1"
"AND ALMA WENT FORTH AND,1"
"AND THUS WAS THE END,1"
"PREACH UNTO THEM,1"
"BEHOLD THOUSANDS OF THEM,1"
"BEHOLD VERILY VERILY I,1"
"NOW I WOULD THAT,5"
"BUT HE FLED FROM,1"
"AND GIDGIDDONI DID,1"
"BUT AS OFT AS,1"
"YEA AND YE SHALL,1"
"BEHOLD I WILL SHOW,1"
"SAMUEL A LAMANITE PROPHESIES UNTO,1"
"GATHER TOGETHER WHATSOEVER FORCE,1"
"AND I MORONI WILL,1"
"YEA AND MOREOVER,1"
"NEVERTHELESS AARON,1"
"WHEREFORE AFTER HE WAS BAPTIZED,1"
"KNOWEST THOU THE,1"
"AND NO ONE NEED SAY,1"
"THIS MUCH DID THE,1"
"YEA EXCEPT YE,1"
"AND HE,261"
"FOR THOUGH THY,1"
"I NEPHI HAVING BEEN BORN,1"
"BEHOLD IT IS YOUR,1"
"I HAVE NOT COMMANDED YOU,1"
"YEA COME UNTO CHRIST AND,1"
"BEHOLD I SPEAK,3"
"WHEN THEY ARE LEARNED,1"
"NOW GIDEON BEING STRICKEN WITH,1"
"AND IT,1193"
"BEHOLD ARE NOT THIS PEOPLE,1"
"AND THEY BEGAN TO KNOW,1"
"AND THUS I CLOSE MINE,1"
"AND THUS THEY MIGHT GO,1"
"NOW WHETHER THERE IS,1"
"AND IS,1"
"WHAT IS,1"
"AND IN,44"
"FOR THE LAMANITES HAD,1"
"BELIEVE IN GOD,1"
"PRAY IN YOUR,1"
"AND IF,50"
"OR HOW WILT THOU SAY,1"
"AND NOW JACOB SPAKE,1"
"AND NOW THEY SAID,1"
"I HAVE,9"
"REMEMBER THAT HIS PATHS ARE,1"
"THEY,32"
"BEHOLD VERILY VERILY I SAY,1"
"AND HE BRINGETH TO PASS,1"
"THE RECORD OF ZENIFF AN,1"
"BUT I NEPHI HAVE WRITTEN,1"
"AND HE SHALL,16"
"AND BEING,2"
"YEA EVEN THAT GREAT,1"
"CRY UNTO HIM,3"
"AND AGAIN I SAY UNTO,6"
"AND WHERE WILL YE,1"
"AND HE WAS,8"
"FOR I JACOB AND MY,1"
"AND BEHOLD I TELL YOU,1"
"THEREFORE WHATSOEVER YE,1"
"THUS MORONI DID PREPARE STRONGHOLDS,1"
"AND HAVE YE TAUGHT,1"
"BEHOLD MY SOUL ABHORRETH SIN,1"
"AND BECAUSE HE HATH,1"
"AND HE ALSO COMMANDED,3"
"AND WE HAD,1"
"AND ONE CRIED UNTO,1"
"YEA AND HOW,2"
"AND BEHOLD WE ARE,2"
"FOR THE THINGS,1"
"BEHOLD MY BELOVED BRETHREN REMEMBER,1"
"AND NOW ALMA AND THOSE,1"
"BUT BEHOLD WE TRUST,1"
"AND MUCH SPAKE MY FATHER,1"
"AND BLESSED ARE YE,2"
"THEN,27"
"THEREFORE HELAMAN AND,2"
"I SPEAK BY WAY OF,1"
"NOW WHEN THEY SAW,1"
"NEVERTHELESS I DID LOOK,1"
"AND NOW IS NOT THIS,1"
"AND THUS LAMAN,1"
"BUT HE CAUSED THAT,1"
"AMEN THE MANNER OF,1"
"THEREFORE WE DID,1"
"FOR BEHOLD LABAN HATH THE,1"
"AND AFTER CHRIST TRULY HAD,1"
"NOW MY FATHER LEHI HAD,1"
"WHEREFORE WE WOULD,1"
"AND THUS THERE BECAME A,1"
"SEEK,1"
"FOR THE BOOK SHALL,1"
"AND ALMA ALSO,2"
"AND LO,2"
"WHEREFORE HE IS THE FIRSTFRUITS,1"
"BUT IT CAME TO PASS,23"
"AND HE PRETENDETH,1"
"YEA WILL YE,2"
"O YE HOUSE,1"
"AND THIS I KNOW BECAUSE,1"
"AND THEY ALL CRIED ALOUD,1"
"AND SO IT IS ON,1"
"AND WHOMSOEVER YE,1"
"AND BEHOLD I DO MAKE,1"
"IN A LITTLE WRATH I,1"
"IF YE THEN,1"
"AND MY,14"
"AMEN AN EPISTLE OF MY,1"
"AND NOW AFTER THAT THEY,1"
"THIS IS THE PURPOSE THAT,1"
"AND THE AMALEKITES,1"
"AND BEHOLD I AM HE,1"
"AND AGAIN WHEN,3"
"IF YOUR,1"
"YEA REMEMBER KING,1"
"NOW THE LEADER,2"
"WRITE THE WORKS,1"
"WHEREFORE BECAUSE OF THEIR,2"
"BUT REMEMBER THE,1"
"AND WHATSOEVER THING PERSUADETH,1"
"AND NOW WHEN LAMONI HAD,1"
"BEHOLD I WILL LAY THY,1"
"WHEN A MAN SHALL,1"
"HEARKEN UNTO ME YE THAT,2"
"THEREFORE THEY HUSHED THEIR,1"
"WHAT DO,1"
"NOW THEY WEPT BECAUSE,1"
"THEREFORE BLESSED ARE THEY,2"
"AND NOW AS YE HAVE,2"
"NEVERTHELESS I HAVE RECEIVED,1"
"AND NO,3"
"AND AGAIN ALMA TOOK,1"
"BEHOLD WHO CAN GLORY TOO,1"
"AND THESE THINGS ARE WRITTEN,1"
"AND A HUNDREDTH,1"
"I PERCEIVE,2"
"AND BEHOLD THEY WERE FAITHFUL,1"
"I HID NOT MY,1"
"BUT HE THAT BELIEVETH THESE,1"
"NOW WHEN AARON SAW,1"
"THEREFORE YE NEED,1"
"AND NOW JACOB I,1"
"I ANSWER YOU NAY,1"
"BUT BLESSED ARE THEY,1"
"BEHOLD THE SCRIPTURES ARE BEFORE,1"
"YEA AND I WILL SUFFER,1"
"IN THE SAME,1"
"AND THE PEOPLE WERE DIVIDED,1"
"KNOW,14"
"FOR THOU HAST SAID,2"
"THE LORD SENT,1"
"BUT BEHOLD THERE SHALL,1"
"AND THUS ALSO,1"
"AND NOW THE NAME OF,1"
"AND ON,5"
"NOW BEHOLD THIS LEHI WAS,1"
"AND YE SHALL OFFER,2"
"THIS,5"
"AMEN AN ACCOUNT OF THE,1"
"AND OH,1"
"AND AGAIN THE LORD GOD,1"
"WHEREFORE BY THEIR FRUITS,1"
"THEREFORE WILL I,1"
"AND THE ANGEL SPAKE UNTO,4"
"NOW AARON BEGAN,1"
"AND LABAN,1"
"AWAKE AWAKE,3"
"BEHOLD THEIR HUSBANDS,1"
"BUT BEHOLD NOW,1"
"AND NOW HE HAD,1"
"AND THUS WILL THE,1"
"AND HE WILL LIFT UP,1"
"AND NOW GIDGIDDONI,1"
"AND HE DID REJOICE,1"
"AND BEHOLD THESE THINGS WHICH,1"
"AND NOW IT CAME TO,103"
"AND THEY ALL CRIED WITH,1"
"AND I CAUSED THAT THERE,1"
"SEE THAT YE ARE NOT,2"
"NEVERTHELESS AFTER MANY DAYS,1"
"AND MORONI HAD PREPARED HIS,1"
"AND THUS WHEN MORONI HAD,1"
"AND THEY SPIT,1"
"THE ACCOUNT OF ALMA WHO,1"
"AND WHEN MORONI HAD,1"
"REJOICE,3"
"BEHOLD THE FOWLS OF,1"
"FOR THEY KNEW NOT WHAT,1"
"BUT IN THIS,1"
"YEA I HAVE ALWAYS,1"
"YEA THUS SAITH THE SPIRIT,1"
"AND WHEN WE HAD,1"
"I AM GIDDIANHI AND,1"
"HELL,1"
"AND THEY DID FELLOWSHIP ONE,1"
"AND FOUR HUNDRED YEARS SHALL,1"
"BEHOLD YE SEE,2"
"HAVE YE FORGOTTEN,2"
"AND GREAT WAS THE,1"
"BUT THE LORD OF HOSTS,1"
"AND NOW SAITH,1"
"NOW BEHOLD THE,2"
"AND BEHOLD THE HEAVENS WERE,1"
"AND THUS ENDED THE REIGN,1"
"AND NOW THERE ARE,1"
"IS NOT THE,1"
"BUT BEHOLD WHEN GADIANTON,1"
"BUT THIS IS NOT,3"
"AND THEN SHALL YE LAMENT,1"
"AND I BEHOLD I WILL,1"
"AND BEHOLD THEY HAD FOUND,1"
"AND THOU SHALT BEAT IN,1"
"NOW BEHOLD THESE ROBBERS DID,1"
"AND SO,10"
"WHEREFORE THEY ARE,1"
"AND AMALICKIAH,1"
"AND NOW I SAY IS,1"
"AND NOW I WOULD,9"
"AND I WILL MAKE THY,1"
"AND BECAUSE HE DWELLETH IN,1"
"AND THAT I,1"
"WHEREFORE NOW,1"
"AND THEY WERE LOST IN,1"
"O THAT CUNNING,1"
"FOR BEHOLD BECAUSE,1"
"YE KNOW THAT YE DO,1"
"AND TO,1"
"AND FINALLY ALL YE THAT,1"
"NEITHER WILL THE,1"
"AND NOW MORONI WAS ANGRY,1"
"FOR BEHOLD IF YE,2"
"THEREFORE CHOOSE YOU,1"
"MAY THE,1"
"YEA O GOD AND THOU,1"
"THEREFORE IF THAT MAN,1"
"THEREFORE WO BE,2"
"BUT REMEMBER THAT,1"
"YEA THE MORE PART OF,1"
"NEVERTHELESS GOD SENDETH MORE WITNESSES,1"
"BUT IT CAME TO,23"
"THOU,22"
"BUT AMULEK STRETCHED FORTH,1"
"AND WHILE TEANCUM,1"
"AND WE,41"
"WHEREFORE THEY WERE FOR,1"
"FOR BEHOLD IT IS,2"
"NOW THOSE DESCENDANTS,1"
"THUS THE NEPHITES HAD,1"
"AND I NEPHI ALSO,1"
"NOW THIS MARTYRDOM CAUSED THAT,1"
"AND THEY WERE ABOUT,1"
"YEA AND IF HE,1"
"FAREWELL,1"
"BUT BEHOLD EVERY MAN,1"
"THIS SHALL YE HAVE,1"
"DO NOT PRAY,1"
"FOR HE WILL NOT SUFFER,1"
"THEREFORE THERE WAS NO CHANCE,1"
"YEA AND IF IT,1"
"YEA TEN,1"
"BUT IF YE WILL NOURISH,1"
"AND AMNIGADDAH WAS THE SON,1"
"THE REMNANT,1"
"BEHOLD IT IS WRITTEN,1"
"FOR BEHOLD IN MY,1"
"AND THUS THEY DID PUT,1"
"AND THE FULNESS OF,1"
"AND WO,7"
"AND NOW BEHOLD I COMMAND,1"
"AND CHARITY SUFFERETH,1"
"BUT BEHOLD WE SHALL SEE,1"
"AND THEY BROUGHT THEIR WIVES,1"
"I SPEAK BY WAY,1"
"I OUGHT NOT TO HARROW,1"
"YEA AND WO UNTO,1"
"IS NOT THE LIFE,1"
"AND NOTWITHSTANDING THE MANY LABORS,1"
"THEREFORE THE LAMANITES,2"
"AND AS THEY BEGIN TO,1"
"AND YE,27"
"NEVERTHELESS THE PEOPLE OF THE,1"
"FOR WE ARE,1"
"AND NOTWITHSTANDING I BEING,1"
"FOR WHERE,1"
"FOR BEHOLD GOD HATH,1"
"AND NOW BEHOLD THE FORCES,1"
"FOR THE DAY,2"
"AND I SAW THAT,1"
"FOR BEHOLD JUSTICE,1"
"NOW THE SERVANTS OF THE,2"
"AND WAS HE NOT,1"
"NEVERTHELESS I SAY,1"
"YEA YOUR KNOWLEDGE IS,1"
"AND THE LAW,1"
"NOW AN ANTION,1"
"AND THEY FLED AGAIN,1"
"NEVERTHELESS NEPHI,1"
"YEA EVEN AT THIS TIME,1"
"AND THE MEAN MAN,2"
"AND NOW CORIANTUMR,1"
"AND BEHOLD ALSO ZENOCK,1"
"I AM THE,4"
"AND MORIANTON DID LIVE TO,1"
"SING UNTO THE LORD,1"
"AND THE REBELLIOUS PART,1"
"BEHOLD MY SERVANT SHALL,1"
"YEA THE,6"
"AND AFTER ADAM AND EVE,1"
"MY SOUL HATH,1"
"AND O HOW BEAUTIFUL UPON,1"
"AND NOW I SPEAK CONCERNING,1"
"AND WAS HE NOT A,1"
"AND AFTER ALL THIS AFTER,1"
"FOR BEHOLD HE HAS TOLD,1"
"BUT THE PEOPLE OF ANTIPARAH,1"
"AND ON THE MORROW THEY,2"
"AND THEY TOOK,3"
"NAY BUT YE,1"
"UPON THE OTHER PLATES,1"
"WO UNTO THEM THAT RISE,1"
"AND WHEN HE SAW THAT,1"
"AND LIB ALSO HIMSELF BECAME,1"
"AS YE HAVE,1"
"THE LORD HATH,4"
"MADMENAH IS REMOVED,1"
"BUT BEHOLD MORONIHAH DID,1"
"YEA BY THE TEMPORAL,1"
"AND BLESSED ARE THE GENTILES,2"
"WHEREFORE YE MAY ALSO HAVE,1"
"AND NOW I ALMA,1"
"SEARCH,2"
"AND THUS IN THE COMMENCEMENT,2"
